,activity
581,WALKING_DOWNSTAIRS
582,WALKING_DOWNSTAIRS
583,WALKING_DOWNSTAIRS
584,WALKING_DOWNSTAIRS
585,WALKING_DOWNSTAIRS
586,WALKING_DOWNSTAIRS
587,WALKING_DOWNSTAIRS
588,WALKING_DOWNSTAIRS
589,WALKING_DOWNSTAIRS
590,WALKING_DOWNSTAIRS
591,WALKING_DOWNSTAIRS
592,WALKING_DOWNSTAIRS
593,WALKING_DOWNSTAIRS
594,WALKING_DOWNSTAIRS
595,WALKING_UPSTAIRS
596,WALKING_UPSTAIRS
597,WALKING_UPSTAIRS
598,WALKING_UPSTAIRS
599,WALKING_UPSTAIRS
600,WALKING_UPSTAIRS
601,WALKING_UPSTAIRS
602,WALKING_UPSTAIRS
603,WALKING_UPSTAIRS
604,WALKING_UPSTAIRS
605,WALKING_UPSTAIRS
606,WALKING_UPSTAIRS
607,WALKING_UPSTAIRS
608,WALKING_UPSTAIRS
609,WALKING_UPSTAIRS
610,WALKING_UPSTAIRS
611,WALKING_UPSTAIRS
612,WALKING_UPSTAIRS
613,WALKING_UPSTAIRS
614,WALKING_UPSTAIRS
615,WALKING_UPSTAIRS
616,WALKING_UPSTAIRS
617,WALKING_UPSTAIRS
618,WALKING_UPSTAIRS
619,STANDING
620,STANDING
621,STANDING
622,STANDING
623,STANDING
624,STANDING
625,STANDING
626,STANDING
627,STANDING
628,STANDING
629,STANDING
630,STANDING
631,STANDING
632,STANDING
633,STANDING
634,STANDING
635,STANDING
636,STANDING
637,STANDING
638,STANDING
639,STANDING
640,STANDING
641,SITTING
642,SITTING
643,SITTING
644,SITTING
645,SITTING
646,SITTING
647,SITTING
648,SITTING
649,SITTING
650,SITTING
651,SITTING
652,SITTING
653,SITTING
654,SITTING
655,SITTING
656,SITTING
657,SITTING
658,SITTING
659,SITTING
660,SITTING
661,SITTING
662,SITTING
663,SITTING
664,SITTING
665,SITTING
666,LAYING
667,LAYING
668,LAYING
669,LAYING
670,LAYING
671,LAYING
672,LAYING
673,LAYING
674,LAYING
675,LAYING
676,LAYING
677,LAYING
678,LAYING
679,LAYING
680,LAYING
681,LAYING
682,LAYING
683,LAYING
684,LAYING
685,LAYING
686,LAYING
687,LAYING
688,LAYING
689,LAYING
690,WALKING
691,WALKING
692,WALKING
693,WALKING
694,WALKING
695,WALKING
696,WALKING
697,WALKING
698,WALKING
699,WALKING
700,WALKING
701,WALKING
702,WALKING
703,WALKING
704,WALKING
705,WALKING
706,WALKING
707,WALKING
708,WALKING
709,WALKING
710,WALKING
711,WALKING
712,WALKING
713,WALKING
714,WALKING
715,WALKING
716,WALKING_DOWNSTAIRS
717,WALKING_DOWNSTAIRS
718,WALKING_DOWNSTAIRS
719,WALKING_DOWNSTAIRS
720,WALKING_DOWNSTAIRS
721,WALKING_DOWNSTAIRS
722,WALKING_DOWNSTAIRS
723,WALKING_UPSTAIRS
724,WALKING_UPSTAIRS
725,WALKING_UPSTAIRS
726,WALKING_UPSTAIRS
727,WALKING_UPSTAIRS
728,WALKING_UPSTAIRS
729,WALKING_UPSTAIRS
730,WALKING_UPSTAIRS
731,WALKING_UPSTAIRS
732,WALKING_UPSTAIRS
733,WALKING_DOWNSTAIRS
734,WALKING_DOWNSTAIRS
735,WALKING_DOWNSTAIRS
736,WALKING_DOWNSTAIRS
737,WALKING_DOWNSTAIRS
738,WALKING_DOWNSTAIRS
739,WALKING_UPSTAIRS
740,WALKING_UPSTAIRS
741,WALKING_UPSTAIRS
742,WALKING_UPSTAIRS
743,WALKING_UPSTAIRS
744,WALKING_UPSTAIRS
745,WALKING_UPSTAIRS
746,WALKING_UPSTAIRS
747,WALKING_DOWNSTAIRS
748,WALKING_DOWNSTAIRS
749,WALKING_DOWNSTAIRS
750,WALKING_DOWNSTAIRS
751,WALKING_DOWNSTAIRS
752,WALKING_DOWNSTAIRS
753,WALKING_DOWNSTAIRS
754,WALKING_DOWNSTAIRS
755,WALKING_UPSTAIRS
756,WALKING_UPSTAIRS
757,WALKING_UPSTAIRS
758,WALKING_UPSTAIRS
759,WALKING_UPSTAIRS
760,WALKING_UPSTAIRS
761,WALKING_UPSTAIRS
762,WALKING_UPSTAIRS
763,STANDING
764,STANDING
765,STANDING
766,STANDING
767,STANDING
768,STANDING
769,STANDING
770,STANDING
771,STANDING
772,STANDING
773,STANDING
774,STANDING
775,STANDING
776,STANDING
777,STANDING
778,STANDING
779,STANDING
780,STANDING
781,STANDING
782,STANDING
783,STANDING
784,STANDING
785,STANDING
786,SITTING
787,SITTING
788,SITTING
789,SITTING
790,SITTING
791,SITTING
792,SITTING
793,SITTING
794,SITTING
795,SITTING
796,SITTING
797,SITTING
798,SITTING
799,SITTING
800,SITTING
801,SITTING
802,SITTING
803,SITTING
804,SITTING
805,SITTING
806,SITTING
807,SITTING
808,SITTING
809,SITTING
810,SITTING
811,LAYING
812,LAYING
813,LAYING
814,LAYING
815,LAYING
816,LAYING
817,LAYING
818,LAYING
819,LAYING
820,LAYING
821,LAYING
822,LAYING
823,LAYING
824,LAYING
825,LAYING
826,LAYING
827,LAYING
828,LAYING
829,LAYING
830,LAYING
831,LAYING
832,LAYING
833,LAYING
834,LAYING
835,LAYING
836,LAYING
837,WALKING
838,WALKING
839,WALKING
840,WALKING
841,WALKING
842,WALKING
843,WALKING
844,WALKING
845,WALKING
846,WALKING
847,WALKING
848,WALKING
849,WALKING
850,WALKING
851,WALKING
852,WALKING
853,WALKING
854,WALKING
855,WALKING
856,WALKING
857,WALKING
858,WALKING
859,WALKING
860,WALKING
861,WALKING
862,WALKING
863,WALKING_DOWNSTAIRS
864,WALKING_DOWNSTAIRS
865,WALKING_DOWNSTAIRS
866,WALKING_DOWNSTAIRS
867,WALKING_DOWNSTAIRS
868,WALKING_DOWNSTAIRS
869,WALKING_DOWNSTAIRS
870,WALKING_DOWNSTAIRS
871,WALKING_DOWNSTAIRS
872,WALKING_DOWNSTAIRS
873,WALKING_DOWNSTAIRS
874,WALKING_DOWNSTAIRS
875,WALKING_DOWNSTAIRS
876,WALKING_DOWNSTAIRS
877,WALKING_UPSTAIRS
878,WALKING_UPSTAIRS
879,WALKING_UPSTAIRS
880,WALKING_UPSTAIRS
881,WALKING_UPSTAIRS
882,WALKING_UPSTAIRS
883,WALKING_UPSTAIRS
884,WALKING_UPSTAIRS
885,WALKING_UPSTAIRS
886,WALKING_UPSTAIRS
887,WALKING_UPSTAIRS
888,WALKING_UPSTAIRS
889,WALKING_UPSTAIRS
890,WALKING_UPSTAIRS
891,WALKING_UPSTAIRS
892,WALKING_UPSTAIRS
893,WALKING_UPSTAIRS
894,WALKING_UPSTAIRS
895,WALKING_UPSTAIRS
896,WALKING_UPSTAIRS
897,WALKING_UPSTAIRS
898,WALKING_UPSTAIRS
899,WALKING_UPSTAIRS
900,WALKING_DOWNSTAIRS
901,WALKING_DOWNSTAIRS
902,WALKING_DOWNSTAIRS
903,WALKING_DOWNSTAIRS
904,WALKING_DOWNSTAIRS
905,WALKING_DOWNSTAIRS
906,WALKING_DOWNSTAIRS
907,STANDING
908,STANDING
909,STANDING
910,STANDING
911,STANDING
912,STANDING
913,STANDING
914,STANDING
915,STANDING
916,STANDING
917,STANDING
918,STANDING
919,STANDING
920,STANDING
921,STANDING
922,STANDING
923,STANDING
924,STANDING
925,STANDING
926,STANDING
927,STANDING
928,STANDING
929,STANDING
930,SITTING
931,SITTING
932,SITTING
933,SITTING
934,SITTING
935,SITTING
936,SITTING
937,SITTING
938,SITTING
939,SITTING
940,SITTING
941,SITTING
942,SITTING
943,SITTING
944,SITTING
945,SITTING
946,SITTING
947,SITTING
948,SITTING
949,SITTING
950,SITTING
951,SITTING
952,SITTING
953,SITTING
954,LAYING
955,LAYING
956,LAYING
957,LAYING
958,LAYING
959,LAYING
960,LAYING
961,LAYING
962,LAYING
963,LAYING
964,LAYING
965,LAYING
966,LAYING
967,LAYING
968,LAYING
969,LAYING
970,LAYING
971,LAYING
972,LAYING
973,LAYING
974,LAYING
975,LAYING
976,LAYING
977,LAYING
978,LAYING
979,LAYING
980,LAYING
981,LAYING
982,LAYING
983,LAYING
984,LAYING
985,WALKING
986,WALKING
987,WALKING
988,WALKING
989,WALKING
990,WALKING
991,WALKING
992,WALKING
993,WALKING
994,WALKING
995,WALKING
996,WALKING
997,WALKING
998,WALKING
999,WALKING
1000,WALKING
1001,WALKING
1002,WALKING
1003,WALKING
1004,WALKING
1005,WALKING
1006,WALKING
1007,WALKING
1008,WALKING
1009,WALKING
1010,WALKING
1011,WALKING
1012,WALKING_DOWNSTAIRS
1013,WALKING_DOWNSTAIRS
1014,WALKING_DOWNSTAIRS
1015,WALKING_DOWNSTAIRS
1016,WALKING_DOWNSTAIRS
1017,WALKING_DOWNSTAIRS
1018,WALKING_DOWNSTAIRS
1019,WALKING_DOWNSTAIRS
1020,WALKING_DOWNSTAIRS
1021,WALKING_DOWNSTAIRS
1022,WALKING_DOWNSTAIRS
1023,WALKING_DOWNSTAIRS
1024,WALKING_DOWNSTAIRS
1025,WALKING_DOWNSTAIRS
1026,WALKING_DOWNSTAIRS
1027,WALKING_DOWNSTAIRS
1028,WALKING_DOWNSTAIRS
1029,WALKING_DOWNSTAIRS
1030,WALKING_DOWNSTAIRS
1031,WALKING_UPSTAIRS
1032,WALKING_UPSTAIRS
1033,WALKING_UPSTAIRS
1034,WALKING_UPSTAIRS
1035,WALKING_UPSTAIRS
1036,WALKING_UPSTAIRS
1037,WALKING_UPSTAIRS
1038,WALKING_UPSTAIRS
1039,WALKING_UPSTAIRS
1040,WALKING_UPSTAIRS
1041,WALKING_UPSTAIRS
1042,WALKING_UPSTAIRS
1043,WALKING_UPSTAIRS
1044,WALKING_UPSTAIRS
1045,WALKING_UPSTAIRS
1046,WALKING_UPSTAIRS
1047,WALKING_UPSTAIRS
1048,WALKING_UPSTAIRS
1049,WALKING_UPSTAIRS
1050,WALKING_UPSTAIRS
1051,WALKING_UPSTAIRS
1052,WALKING_UPSTAIRS
1053,WALKING_UPSTAIRS
1054,STANDING
1055,STANDING
1056,STANDING
1057,STANDING
1058,STANDING
1059,STANDING
1060,STANDING
1061,STANDING
1062,STANDING
1063,STANDING
1064,STANDING
1065,STANDING
1066,STANDING
1067,STANDING
1068,STANDING
1069,STANDING
1070,STANDING
1071,STANDING
1072,STANDING
1073,STANDING
1074,STANDING
1075,SITTING
1076,SITTING
1077,SITTING
1078,SITTING
1079,SITTING
1080,SITTING
1081,SITTING
1082,SITTING
1083,SITTING
1084,SITTING
1085,SITTING
1086,SITTING
1087,SITTING
1088,SITTING
1089,SITTING
1090,SITTING
1091,SITTING
1092,SITTING
1093,SITTING
1094,SITTING
1095,SITTING
1096,SITTING
1097,SITTING
1098,SITTING
1099,SITTING
1100,SITTING
1101,SITTING
1102,SITTING
1103,SITTING
1104,SITTING
1105,LAYING
1106,LAYING
1107,LAYING
1108,LAYING
1109,LAYING
1110,LAYING
1111,LAYING
1112,LAYING
1113,LAYING
1114,LAYING
1115,LAYING
1116,LAYING
1117,LAYING
1118,LAYING
1119,LAYING
1120,LAYING
1121,LAYING
1122,LAYING
1123,LAYING
1124,LAYING
1125,LAYING
1126,LAYING
1127,LAYING
1128,LAYING
1129,LAYING
1130,LAYING
1131,LAYING
1132,WALKING
1133,WALKING
1134,WALKING
1135,WALKING
1136,WALKING
1137,WALKING
1138,WALKING
1139,WALKING
1140,WALKING
1141,WALKING
1142,WALKING
1143,WALKING
1144,WALKING
1145,WALKING
1146,WALKING
1147,WALKING
1148,WALKING
1149,WALKING
1150,WALKING
1151,WALKING
1152,WALKING
1153,WALKING
1154,WALKING
1155,WALKING
1156,WALKING
1157,WALKING
1158,WALKING_DOWNSTAIRS
1159,WALKING_DOWNSTAIRS
1160,WALKING_DOWNSTAIRS
1161,WALKING_DOWNSTAIRS
1162,WALKING_DOWNSTAIRS
1163,WALKING_DOWNSTAIRS
1164,WALKING_DOWNSTAIRS
1165,WALKING_DOWNSTAIRS
1166,WALKING_DOWNSTAIRS
1167,WALKING_DOWNSTAIRS
1168,WALKING_DOWNSTAIRS
1169,WALKING_DOWNSTAIRS
1170,WALKING_DOWNSTAIRS
1171,WALKING_DOWNSTAIRS
1172,WALKING_DOWNSTAIRS
1173,WALKING_DOWNSTAIRS
1174,WALKING_DOWNSTAIRS
1175,WALKING_DOWNSTAIRS
1176,WALKING_DOWNSTAIRS
1177,WALKING_UPSTAIRS
1178,WALKING_UPSTAIRS
1179,WALKING_UPSTAIRS
1180,WALKING_UPSTAIRS
1181,WALKING_UPSTAIRS
1182,WALKING_UPSTAIRS
1183,WALKING_UPSTAIRS
1184,WALKING_UPSTAIRS
1185,WALKING_UPSTAIRS
1186,WALKING_UPSTAIRS
1187,WALKING_UPSTAIRS
1188,WALKING_UPSTAIRS
1189,WALKING_UPSTAIRS
1190,WALKING_UPSTAIRS
1191,WALKING_UPSTAIRS
1192,WALKING_UPSTAIRS
1193,WALKING_UPSTAIRS
1194,WALKING_UPSTAIRS
1195,WALKING_UPSTAIRS
1196,WALKING_UPSTAIRS
1197,WALKING_UPSTAIRS
1198,WALKING_UPSTAIRS
1199,WALKING_UPSTAIRS
1200,WALKING_UPSTAIRS
1201,STANDING
1202,STANDING
1203,STANDING
1204,STANDING
1205,STANDING
1206,STANDING
1207,STANDING
1208,STANDING
1209,STANDING
1210,STANDING
1211,STANDING
1212,STANDING
1213,STANDING
1214,STANDING
1215,STANDING
1216,STANDING
1217,STANDING
1218,STANDING
1219,STANDING
1220,STANDING
1221,STANDING
1222,STANDING
1223,STANDING
1224,STANDING
1225,STANDING
1226,STANDING
1227,STANDING
1228,SITTING
1229,SITTING
1230,SITTING
1231,SITTING
1232,SITTING
1233,SITTING
1234,SITTING
1235,SITTING
1236,SITTING
1237,SITTING
1238,SITTING
1239,SITTING
1240,SITTING
1241,SITTING
1242,SITTING
1243,SITTING
1244,SITTING
1245,SITTING
1246,SITTING
1247,SITTING
1248,SITTING
1249,SITTING
1250,SITTING
1251,SITTING
1252,SITTING
1253,SITTING
1254,SITTING
1255,SITTING
1256,LAYING
1257,LAYING
1258,LAYING
1259,LAYING
1260,LAYING
1261,LAYING
1262,LAYING
1263,LAYING
1264,LAYING
1265,LAYING
1266,LAYING
1267,LAYING
1268,LAYING
1269,LAYING
1270,LAYING
1271,LAYING
1272,LAYING
1273,LAYING
1274,LAYING
1275,LAYING
1276,LAYING
1277,LAYING
1278,LAYING
1279,LAYING
1280,LAYING
1281,LAYING
1282,LAYING
1283,WALKING
1284,WALKING
1285,WALKING
1286,WALKING
1287,WALKING
1288,WALKING
1289,WALKING
1290,WALKING
1291,WALKING
1292,WALKING
1293,WALKING
1294,WALKING
1295,WALKING
1296,WALKING
1297,WALKING
1298,WALKING
1299,WALKING
1300,WALKING
1301,WALKING
1302,WALKING
1303,WALKING
1304,WALKING
1305,WALKING
1306,WALKING
1307,WALKING
1308,WALKING
1309,WALKING
1310,WALKING_DOWNSTAIRS
1311,WALKING_DOWNSTAIRS
1312,WALKING_DOWNSTAIRS
1313,WALKING_DOWNSTAIRS
1314,WALKING_DOWNSTAIRS
1315,WALKING_DOWNSTAIRS
1316,WALKING_DOWNSTAIRS
1317,WALKING_DOWNSTAIRS
1318,WALKING_DOWNSTAIRS
1319,WALKING_DOWNSTAIRS
1320,WALKING_DOWNSTAIRS
1321,WALKING_DOWNSTAIRS
1322,WALKING_DOWNSTAIRS
1323,WALKING_DOWNSTAIRS
1324,WALKING_DOWNSTAIRS
1325,WALKING_DOWNSTAIRS
1326,WALKING_DOWNSTAIRS
1327,WALKING_DOWNSTAIRS
1328,WALKING_DOWNSTAIRS
1329,WALKING_DOWNSTAIRS
1330,WALKING_DOWNSTAIRS
1331,WALKING_DOWNSTAIRS
1332,WALKING_DOWNSTAIRS
1333,WALKING_DOWNSTAIRS
1334,WALKING_DOWNSTAIRS
1335,WALKING_UPSTAIRS
1336,WALKING_UPSTAIRS
1337,WALKING_UPSTAIRS
1338,WALKING_UPSTAIRS
1339,WALKING_UPSTAIRS
1340,WALKING_UPSTAIRS
1341,WALKING_UPSTAIRS
1342,WALKING_UPSTAIRS
1343,WALKING_UPSTAIRS
1344,WALKING_UPSTAIRS
1345,WALKING_UPSTAIRS
1346,WALKING_UPSTAIRS
1347,WALKING_UPSTAIRS
1348,WALKING_UPSTAIRS
1349,WALKING_UPSTAIRS
1350,WALKING_UPSTAIRS
1351,WALKING_UPSTAIRS
1352,WALKING_UPSTAIRS
1353,WALKING_UPSTAIRS
1354,WALKING_UPSTAIRS
1355,WALKING_UPSTAIRS
1356,WALKING_UPSTAIRS
1357,WALKING_UPSTAIRS
1358,WALKING_UPSTAIRS
1359,WALKING_UPSTAIRS
1360,WALKING_UPSTAIRS
1361,WALKING_UPSTAIRS
1362,STANDING
1363,STANDING
1364,STANDING
1365,STANDING
1366,STANDING
1367,STANDING
1368,STANDING
1369,STANDING
1370,STANDING
1371,STANDING
1372,STANDING
1373,STANDING
1374,STANDING
1375,STANDING
1376,STANDING
1377,STANDING
1378,STANDING
1379,STANDING
1380,STANDING
1381,STANDING
1382,STANDING
1383,STANDING
1384,STANDING
1385,STANDING
1386,STANDING
1387,STANDING
1388,STANDING
1389,STANDING
1390,STANDING
1391,STANDING
1392,STANDING
1393,STANDING
1394,STANDING
1395,STANDING
1396,SITTING
1397,SITTING
1398,SITTING
1399,SITTING
1400,SITTING
1401,SITTING
1402,SITTING
1403,SITTING
1404,SITTING
1405,SITTING
1406,SITTING
1407,SITTING
1408,SITTING
1409,SITTING
1410,SITTING
1411,SITTING
1412,SITTING
1413,SITTING
1414,SITTING
1415,SITTING
1416,SITTING
1417,SITTING
1418,SITTING
1419,LAYING
1420,LAYING
1421,LAYING
1422,LAYING
1423,LAYING
1424,LAYING
1425,LAYING
1426,LAYING
1427,LAYING
1428,LAYING
1429,LAYING
1430,LAYING
1431,LAYING
1432,LAYING
1433,LAYING
1434,LAYING
1435,LAYING
1436,LAYING
1437,LAYING
1438,LAYING
1439,LAYING
1440,LAYING
1441,LAYING
1442,LAYING
1443,LAYING
1444,LAYING
1445,LAYING
1446,LAYING
1447,LAYING
1448,LAYING
1449,LAYING
1450,LAYING
1451,LAYING
1452,WALKING
1453,WALKING
1454,WALKING
1455,WALKING
1456,WALKING
1457,WALKING
1458,WALKING
1459,WALKING
1460,WALKING
1461,WALKING
1462,WALKING
1463,WALKING
1464,WALKING
1465,WALKING
1466,WALKING
1467,WALKING
1468,WALKING
1469,WALKING
1470,WALKING
1471,WALKING
1472,WALKING
1473,WALKING
1474,WALKING
1475,WALKING_DOWNSTAIRS
1476,WALKING_DOWNSTAIRS
1477,WALKING_DOWNSTAIRS
1478,WALKING_DOWNSTAIRS
1479,WALKING_DOWNSTAIRS
1480,WALKING_DOWNSTAIRS
1481,WALKING_DOWNSTAIRS
1482,WALKING_DOWNSTAIRS
1483,WALKING_DOWNSTAIRS
1484,WALKING_DOWNSTAIRS
1485,WALKING_DOWNSTAIRS
1486,WALKING_DOWNSTAIRS
1487,WALKING_DOWNSTAIRS
1488,WALKING_DOWNSTAIRS
1489,WALKING_DOWNSTAIRS
1490,WALKING_DOWNSTAIRS
1491,WALKING_DOWNSTAIRS
1492,WALKING_DOWNSTAIRS
1493,WALKING_DOWNSTAIRS
1494,WALKING_DOWNSTAIRS
1495,WALKING_DOWNSTAIRS
1496,WALKING_UPSTAIRS
1497,WALKING_UPSTAIRS
1498,WALKING_UPSTAIRS
1499,WALKING_UPSTAIRS
1500,WALKING_UPSTAIRS
1501,WALKING_UPSTAIRS
1502,WALKING_UPSTAIRS
1503,WALKING_UPSTAIRS
1504,WALKING_UPSTAIRS
1505,WALKING_UPSTAIRS
1506,WALKING_UPSTAIRS
1507,WALKING_UPSTAIRS
1508,WALKING_UPSTAIRS
1509,WALKING_UPSTAIRS
1510,WALKING_UPSTAIRS
1511,WALKING_UPSTAIRS
1512,WALKING_UPSTAIRS
1513,WALKING_UPSTAIRS
1514,WALKING_UPSTAIRS
1515,WALKING_UPSTAIRS
1516,WALKING_UPSTAIRS
1517,WALKING_UPSTAIRS
1518,WALKING_UPSTAIRS
1519,WALKING_UPSTAIRS
1520,WALKING_UPSTAIRS
1521,STANDING
1522,STANDING
1523,STANDING
1524,STANDING
1525,STANDING
1526,STANDING
1527,STANDING
1528,STANDING
1529,STANDING
1530,STANDING
1531,STANDING
1532,STANDING
1533,STANDING
1534,STANDING
1535,STANDING
1536,STANDING
1537,STANDING
1538,STANDING
1539,STANDING
1540,STANDING
1541,STANDING
1542,STANDING
1543,STANDING
1544,STANDING
1545,STANDING
1546,STANDING
1547,STANDING
1548,SITTING
1549,SITTING
1550,SITTING
1551,SITTING
1552,SITTING
1553,SITTING
1554,SITTING
1555,SITTING
1556,SITTING
1557,SITTING
1558,SITTING
1559,SITTING
1560,SITTING
1561,SITTING
1562,SITTING
1563,SITTING
1564,SITTING
1565,SITTING
1566,SITTING
1567,SITTING
1568,SITTING
1569,SITTING
1570,SITTING
1571,SITTING
1572,LAYING
1573,LAYING
1574,LAYING
1575,LAYING
1576,LAYING
1577,LAYING
1578,LAYING
1579,LAYING
1580,LAYING
1581,LAYING
1582,LAYING
1583,LAYING
1584,LAYING
1585,LAYING
1586,LAYING
1587,LAYING
1588,LAYING
1589,LAYING
1590,LAYING
1591,LAYING
1592,LAYING
1593,LAYING
1594,LAYING
1595,LAYING
1596,LAYING
1597,LAYING
1598,LAYING
1599,LAYING
1600,LAYING
1601,LAYING
1602,LAYING
1603,LAYING
1604,LAYING
1605,WALKING
1606,WALKING
1607,WALKING
1608,WALKING
1609,WALKING
1610,WALKING
1611,WALKING
1612,WALKING
1613,WALKING
1614,WALKING
1615,WALKING
1616,WALKING
1617,WALKING
1618,WALKING
1619,WALKING
1620,WALKING
1621,WALKING
1622,WALKING
1623,WALKING
1624,WALKING
1625,WALKING
1626,WALKING
1627,WALKING
1628,WALKING
1629,WALKING
1630,WALKING
1631,WALKING
1632,WALKING
1633,WALKING
1634,WALKING
1635,WALKING_DOWNSTAIRS
1636,WALKING_DOWNSTAIRS
1637,WALKING_DOWNSTAIRS
1638,WALKING_DOWNSTAIRS
1639,WALKING_DOWNSTAIRS
1640,WALKING_DOWNSTAIRS
1641,WALKING_DOWNSTAIRS
1642,WALKING_DOWNSTAIRS
1643,WALKING_DOWNSTAIRS
1644,WALKING_DOWNSTAIRS
1645,WALKING_DOWNSTAIRS
1646,WALKING_DOWNSTAIRS
1647,WALKING_DOWNSTAIRS
1648,WALKING_DOWNSTAIRS
1649,WALKING_DOWNSTAIRS
1650,WALKING_DOWNSTAIRS
1651,WALKING_DOWNSTAIRS
1652,WALKING_DOWNSTAIRS
1653,WALKING_DOWNSTAIRS
1654,WALKING_DOWNSTAIRS
1655,WALKING_DOWNSTAIRS
1656,WALKING_DOWNSTAIRS
1657,WALKING_DOWNSTAIRS
1658,WALKING_DOWNSTAIRS
1659,WALKING_DOWNSTAIRS
1660,WALKING_DOWNSTAIRS
1661,WALKING_DOWNSTAIRS
1662,WALKING_UPSTAIRS
1663,WALKING_UPSTAIRS
1664,WALKING_UPSTAIRS
1665,WALKING_UPSTAIRS
1666,WALKING_UPSTAIRS
1667,WALKING_UPSTAIRS
1668,WALKING_UPSTAIRS
1669,WALKING_UPSTAIRS
1670,WALKING_UPSTAIRS
1671,WALKING_UPSTAIRS
1672,WALKING_UPSTAIRS
1673,WALKING_UPSTAIRS
1674,WALKING_UPSTAIRS
1675,WALKING_UPSTAIRS
1676,WALKING_UPSTAIRS
1677,WALKING_UPSTAIRS
1678,WALKING_UPSTAIRS
1679,WALKING_UPSTAIRS
1680,WALKING_UPSTAIRS
1681,WALKING_UPSTAIRS
1682,WALKING_UPSTAIRS
1683,WALKING_UPSTAIRS
1684,WALKING_UPSTAIRS
1685,WALKING_UPSTAIRS
1686,WALKING_UPSTAIRS
1687,WALKING_UPSTAIRS
1688,WALKING_UPSTAIRS
1689,WALKING_UPSTAIRS
1690,WALKING_UPSTAIRS
1691,WALKING_UPSTAIRS
1692,WALKING_UPSTAIRS
1693,STANDING
1694,STANDING
1695,STANDING
1696,STANDING
1697,STANDING
1698,STANDING
1699,STANDING
1700,STANDING
1701,STANDING
1702,STANDING
1703,STANDING
1704,STANDING
1705,STANDING
1706,STANDING
1707,STANDING
1708,STANDING
1709,STANDING
1710,STANDING
1711,STANDING
1712,STANDING
1713,STANDING
1714,STANDING
1715,STANDING
1716,STANDING
1717,STANDING
1718,STANDING
1719,STANDING
1720,STANDING
1721,STANDING
1722,STANDING
1723,SITTING
1724,SITTING
1725,SITTING
1726,SITTING
1727,SITTING
1728,SITTING
1729,SITTING
1730,SITTING
1731,SITTING
1732,SITTING
1733,SITTING
1734,SITTING
1735,SITTING
1736,SITTING
1737,SITTING
1738,SITTING
1739,SITTING
1740,SITTING
1741,SITTING
1742,SITTING
1743,SITTING
1744,SITTING
1745,SITTING
1746,SITTING
1747,SITTING
1748,LAYING
1749,LAYING
1750,LAYING
1751,LAYING
1752,LAYING
1753,LAYING
1754,LAYING
1755,LAYING
1756,LAYING
1757,LAYING
1758,LAYING
1759,LAYING
1760,LAYING
1761,LAYING
1762,LAYING
1763,LAYING
1764,LAYING
1765,LAYING
1766,LAYING
1767,LAYING
1768,LAYING
1769,LAYING
1770,LAYING
1771,LAYING
1772,LAYING
1773,LAYING
1774,LAYING
1775,LAYING
1776,LAYING
1777,WALKING
1778,WALKING
1779,WALKING
1780,WALKING
1781,WALKING
1782,WALKING
1783,WALKING
1784,WALKING
1785,WALKING
1786,WALKING
1787,WALKING
1788,WALKING
1789,WALKING
1790,WALKING
1791,WALKING
1792,WALKING
1793,WALKING
1794,WALKING
1795,WALKING
1796,WALKING
1797,WALKING
1798,WALKING
1799,WALKING
1800,WALKING
1801,WALKING
1802,WALKING
1803,WALKING
1804,WALKING_DOWNSTAIRS
1805,WALKING_DOWNSTAIRS
1806,WALKING_DOWNSTAIRS
1807,WALKING_DOWNSTAIRS
1808,WALKING_DOWNSTAIRS
1809,WALKING_DOWNSTAIRS
1810,WALKING_DOWNSTAIRS
1811,WALKING_DOWNSTAIRS
1812,WALKING_DOWNSTAIRS
1813,WALKING_DOWNSTAIRS
1814,WALKING_DOWNSTAIRS
1815,WALKING_DOWNSTAIRS
1816,WALKING_DOWNSTAIRS
1817,WALKING_DOWNSTAIRS
1818,WALKING_DOWNSTAIRS
1819,WALKING_DOWNSTAIRS
1820,WALKING_DOWNSTAIRS
1821,WALKING_DOWNSTAIRS
1822,WALKING_DOWNSTAIRS
1823,WALKING_DOWNSTAIRS
1824,WALKING_UPSTAIRS
1825,WALKING_UPSTAIRS
1826,WALKING_UPSTAIRS
1827,WALKING_UPSTAIRS
1828,WALKING_UPSTAIRS
1829,WALKING_UPSTAIRS
1830,WALKING_UPSTAIRS
1831,WALKING_UPSTAIRS
1832,WALKING_UPSTAIRS
1833,WALKING_UPSTAIRS
1834,WALKING_UPSTAIRS
1835,WALKING_UPSTAIRS
1836,WALKING_UPSTAIRS
1837,WALKING_UPSTAIRS
1838,WALKING_UPSTAIRS
1839,WALKING_UPSTAIRS
1840,WALKING_UPSTAIRS
1841,WALKING_UPSTAIRS
1842,WALKING_UPSTAIRS
1843,WALKING_UPSTAIRS
1844,WALKING_UPSTAIRS
1845,WALKING_UPSTAIRS
1846,WALKING_UPSTAIRS
1847,WALKING_UPSTAIRS
1848,STANDING
1849,STANDING
1850,STANDING
1851,STANDING
1852,STANDING
1853,STANDING
1854,STANDING
1855,STANDING
1856,STANDING
1857,STANDING
1858,STANDING
1859,STANDING
1860,STANDING
1861,STANDING
1862,STANDING
1863,STANDING
1864,STANDING
1865,STANDING
1866,STANDING
1867,STANDING
1868,STANDING
1869,STANDING
